Date,APE.AX,ARB.AX,BAP.AX,BRG.AX,CCX.AX,CKF.AX,CTD.AX,DMP.AX,FLT.AX,GUD.AX,HVN.AX,IEL.AX,IVC.AX,JBH.AX,PBH.AX,PMV.AX,SGR.AX,SUL.AX,TAH.AX,WEB.AX
2023-06-30 00:00:00+10:00,13.287650108337402,28.308757781982422,5.83665657043457,19.8059139251709,0.3799999952316284,9.675924301147461,17.6790771484375,46.047645568847656,18.878034591674805,8.663641929626465,3.377142906188965,21.923200607299805,11.993788719177246,42.66591262817383,0.7084289193153381,20.260000228881836,1.1549999713897705,11.206758499145508,1.0999090671539307,6.909999847412109
2023-07-03 00:00:00+10:00,13.622550010681152,29.625215530395508,6.0823073387146,20.55086898803711,0.375,9.459372520446777,17.708724975585938,46.682373046875,18.907764434814453,8.938678741455078,3.4644827842712402,21.486719131469727,11.955682754516602,43.748409271240234,0.678746223449707,20.329999923706055,1.1799999475479126,11.589139938354492,1.1147727966308594,6.949999809265137
2023-07-04 00:00:00+10:00,14.174150466918945,29.64501190185547,6.111784934997559,20.77932357788086,0.4000000059604645,9.725140571594238,17.896484375,47.54520797729492,18.977130889892578,9.007437705993652,3.4547784328460693,21.823999404907227,11.984262466430664,43.59237289428711,0.6807250380516052,20.190000534057617,1.159999966621399,11.706796646118164,1.1147727966308594,6.989999771118164
2023-07-05 00:00:00+10:00,14.19385051727295,29.803382873535156,6.12161111831665,20.898517608642578,0.3799999952316284,9.71529769897461,18.1138916015625,46.831138610839844,19.006860733032227,8.938678741455078,3.4644827842712402,21.46687889099121,11.936629295349121,43.97270965576172,0.6846827268600464,20.209999084472656,1.1449999809265137,11.834257125854492,1.1098182201385498,6.929999828338623
2023-07-06 00:00:00+10:00,14.19385051727295,28.53641700744629,6.052828788757324,20.60053253173828,0.36500000953674316,9.59717845916748,18.1237735748291,45.31373596191406,19.046499252319336,8.781515121459961,3.4062561988830566,21.34783935546875,11.888997077941895,43.10476303100586,0.6708307862281799,20.1299991607666,1.0449999570846558,11.569531440734863,1.1147727966308594,7.050000190734863
2023-07-07 00:00:00+10:00,14.046100616455078,27.97222137451172,5.934916973114014,20.511137008666992,0.3499999940395355,9.419999122619629,17.817428588867188,44.32197189331055,18.521284103393555,8.761869430541992,3.377142906188965,20.93120002746582,11.80325984954834,42.23681640625,0.6767673492431641,19.780000686645508,1.0449999570846558,11.196952819824219,1.1098182201385498,6.929999828338623
2023-07-10 00:00:00+10:00,14.016550064086914,28.081100463867188,5.895612716674805,20.709793090820312,0.3400000035762787,9.529999732971191,18.034833908081055,44.64925765991211,18.600563049316406,8.869919776916504,3.3868472576141357,21.000638961791992,11.80325984954834,42.2270622253418,0.6510422229766846,19.6299991607666,1.0449999570846558,11.206758499145508,1.075136423110962,6.920000076293945
2023-07-11 00:00:00+10:00,14.055951118469238,28.477027893066406,6.00369930267334,21.385221481323242,0.3449999988079071,9.729999542236328,18.617877960205078,46.36500930786133,19.115869522094727,9.135133743286133,3.4353694915771484,21.526399612426758,12.003314971923828,42.87070846557617,0.666873037815094,20.139999389648438,1.059999942779541,11.491093635559082,1.0949546098709106,7.179999828338623
2023-07-12 00:00:00+10:00,14.144599914550781,28.70468521118164,6.043003082275391,21.792463302612305,0.3449999988079071,9.859999656677246,18.380708694458008,46.90056228637695,19.165416717529297,9.243183135986328,3.493596076965332,21.576000213623047,12.050947189331055,43.01699447631836,0.6530210971832275,20.15999984741211,1.065000057220459,11.500898361206055,1.090000033378601,7.150000095367432
2023-07-13 00:00:00+10:00,14.76515007019043,29.456945419311523,6.170741558074951,22.358631134033203,0.3400000035762787,9.970000267028809,18.85504913330078,48.308868408203125,19.62126350402832,9.606623649597168,3.5615272521972656,22.07200050354004,12.089052200317383,43.73865509033203,0.6530210971832275,20.8799991607666,1.0800000429153442,11.687187194824219,1.1147727966308594,7.260000228881836
2023-07-14 00:00:00+10:00,14.57800006866455,29.991445541381836,6.141263008117676,22.08051300048828,0.32499998807907104,10.020000457763672,19.29974365234375,49.08244705200195,19.859098434448242,9.557509422302246,3.5809361934661865,22.339839935302734,12.117632865905762,43.79716873168945,0.6827039122581482,21.1200008392334,1.0850000381469727,11.755820274353027,1.1197272539138794,7.300000190734863
2023-07-17 00:00:00+10:00,14.509049415588379,30.110225677490234,6.160915374755859,22.378496170043945,0.3149999976158142,10.100000381469727,19.1811580657959,49.399810791015625,19.97801399230957,9.52804183959961,3.6003448963165283,22.508480072021484,12.136685371398926,44.26527404785156,0.6629153490066528,21.360000610351562,1.059999942779541,11.755820274353027,1.124681830406189,7.349999904632568
2023-07-18 00:00:00+10:00,14.312049865722656,29.981550216674805,6.0823073387146,22.140111923217773,0.3199999928474426,10.109999656677246,19.161392211914062,48.85433578491211,20.116750717163086,9.331587791442871,3.5712316036224365,22.39935874938965,11.688942909240723,44.40180587768555,0.6629153490066528,21.290000915527344,1.059999942779541,11.677382469177246,1.0999090671539307,7.300000190734863
2023-07-19 00:00:00+10:00,14.371150016784668,30.03104019165039,6.160915374755859,22.100379943847656,0.35499998927116394,10.220000267028809,19.487503051757812,49.518821716308594,20.622146606445312,9.439637184143066,3.610049247741699,22.974720001220703,11.831839561462402,44.56759262084961,0.6530210971832275,21.639999389648438,1.065000057220459,12.000937461853027,1.1098182201385498,7.340000152587891
